sequence,move to front,opt,opt free,discrete doa,continuous doa
2140224400,28,23,23,24,24
3310342404,32,26,26,26,26
0144210203,30,27,27,28,28
1442444421,22,21,21,22,21
2434233211,30,27,28,29,28
1124441333,23,22,22,22,22
1112221103,19,19,19,19,19
3302304132,36,27,27,27,27
0312102213,29,23,23,23,23
3201030044,30,23,23,23,23
4202322220,27,21,21,21,21
0413142424,30,24,25,26,25
1022004402,22,21,21,21,21
3243324041,34,30,30,32,30
3412212004,33,26,26,27,26
4124234440,32,26,26,27,27
4214041114,29,23,23,23,24
2432401213,39,30,30,32,31
3430224234,33,27,28,28,28
3001120140,29,22,22,22,22
4312201442,38,28,28,28,28
4210301312,36,26,26,26,26
0214342302,34,27,28,29,28
3430411240,34,30,30,31,30
3313041010,29,23,23,24,23
1241230410,39,28,28,29,28
4041003241,36,27,27,28,27
0143223412,32,26,28,29,29
2012424332,29,25,25,26,25
1101112221,16,15,15,15,15
2134302130,40,27,27,27,27
0420104144,29,22,22,23,23
2304021124,33,26,26,28,26
1403421412,36,28,28,29,29
2430314132,38,30,30,30,30
1223030303,24,20,20,21,21
2013240432,36,28,28,29,29
0424321040,37,28,28,29,28
4022404040,26,21,22,23,23
0441042324,30,25,25,25,25
